circuit,aspect_ratio,grid_w,grid_h,area_mwta,delay_ns,power_w,adp,adp_reduction_pct_vs_baseline,vtr_success,vtr_seconds,dsp_coords,bram_coords
ch_intrinsics,0.2,6,30,443813.0,1.95182,0.0134,11607.657401444001,-42.57962131714778,True,1.43,[],"[[2, 1]]"
ch_intrinsics,0.1,4,40,291193.0,2.05664,0.01089,6521.7941778528,19.8912483348316,True,1.54,[],"[[2, 1]]"
ch_intrinsics,0.9,11,12,301370.0,1.953,0.01162,6839.2485882,15.991880180915247,True,1.33,[],"[[2, 1]]"
ch_intrinsics,0.6,9,15,306321.0,2.01973,0.01133,7009.709132028901,13.898072709855988,True,1.43,[],"[[2, 1]]"
ch_intrinsics,1.2,12,10,259118.0,2.02948,0.0111,5837.210264904,28.300155635619852,True,1.23,[],"[[2, 1]]"
ch_intrinsics,0.5,8,16,274377.0,1.95671,0.01148,6163.339001811601,24.294238661955475,True,1.72,[],"[[2, 1]]"
ch_intrinsics,1.4,13,9,272435.0,2.01147,0.01095,6000.543382477501,26.2938960393225,True,1.12,[],"[[2, 1]]"
ch_intrinsics,0.8,10,13,259554.0,1.9914,0.01131,5845.865700636,28.193838856417702,True,1.83,[],"[[2, 1]]"
ch_intrinsics,1.3,13,10,283853.0,1.89779,0.01203,6480.481419986101,20.398702782226664,True,1.28,[],"[[2, 1]]"
ch_intrinsics,1.5,13,9,272435.0,2.01147,0.01095,6000.543382477501,26.2938960393225,True,1.23,[],"[[2, 1]]"
ch_intrinsics,1.0,11,11,272682.0,1.91409,0.01142,5960.5306967196,26.785381391270764,True,1.83,[],"[[2, 1]]"
ch_intrinsics,1.1,12,11,289525.0,1.98134,0.01193,6843.6142395550005,15.938255845231355,True,1.83,[],"[[2, 1]]"
ch_intrinsics,1.6,14,9,272468.0,1.98222,0.01162,6275.863450315201,22.912074052706384,True,1.42,[],"[[2, 1]]"
ch_intrinsics,1.7,15,9,378770.0,1.95965,0.01203,8929.347264915,-9.681299818730881,True,1.22,[],"[[2, 1]]"
ch_intrinsics,1.8,15,8,277665.0,1.95538,0.01113,6042.928741100999,25.773266581290937,True,1.33,[],"[[2, 1]]"
ch_intrinsics,1.9,15,8,277665.0,1.95538,0.01113,6042.928741100999,25.773266581290937,True,1.28,[],"[[2, 1]]"
ch_intrinsics,2.0,15,8,277665.0,1.95538,0.01113,6042.928741100999,25.773266581290937,True,1.38,[],"[[2, 1]]"
spree,0.9,13,14,667531.0,10.7014,0.009387,67056.1869767958,10.913641956602937,True,5.12,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,0.7,12,17,813077.0,10.4542,0.01003,85255.697821202,-13.265008998610266,True,5.47,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,1.1,15,14,843773.0,10.3231,0.01029,89629.532949327,-19.075793354448532,True,5.88,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,0.6,12,20,1006560.0,10.4631,0.01084,114164.03922624001,-51.67069487128223,True,6.72,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,1.6,22,14,1291330.0,10.5256,0.01219,165686.76095512,-120.12033154533941,True,5.82,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,0.3,12,40,2116660.0,10.5609,0.01545,345366.74447730003,-358.8311212123347,True,7.14,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,1.0,14,14,752637.0,10.1721,0.009966,76298.6877168582,-1.365325388058117,True,6.77,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,0.5,12,24,1108110.0,10.8711,0.01126,135642.17823246,-80.2051115728475,True,8.54,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,0.8,12,15,729128.0,10.4076,0.00965,73228.76032752001,2.7131744924741836,True,8.94,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,1.3,18,14,964427.0,10.5893,0.01087,111011.03625405699,-47.48182633646692,True,8.53,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,0.2,12,60,3016020.0,10.5575,0.01978,629827.464147,-736.7465778509074,True,9.54,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,1.2,17,14,971645.0,10.4708,0.01081,109979.86403746,-46.111880005877765,True,8.98,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,0.4,12,30,1513270.0,10.3092,0.01323,206395.97880132002,-174.20387133814313,True,10.44,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,1.5,21,14,1142730.0,10.4283,0.01184,141094.09810656,-87.44816710322019,True,9.89,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,1.4,19,14,1023820.0,10.5626,0.01116,120686.48463312,-60.33597891191656,True,10.04,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,1.8,25,14,1335010.0,10.887,0.01254,182259.54352980002,-142.13782029301026,True,7.58,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,1.7,23,14,1261420.0,10.8862,0.01196,164235.56203184,-118.19236586908866,True,8.08,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
spree,1.9,26,14,1392350.0,10.5083,0.0131,191669.13271550002,-154.63877015358946,True,7.48,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
boundtop,0.1,4,40,377528.0,2.92062,0.01148,12658.029698092801,38.10654071668619,True,7.03,[],"[[2, 1]]"
spree,0.1,12,120,6360780.0,10.613,0.03417,2306712.7596438,-2964.5440499026645,True,14.66,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
boundtop,0.2,5,25,326775.0,2.62892,0.01183,10162.74288939,50.307644378017216,True,7.73,[],"[[2, 1]]"
boundtop,0.3,7,23,392778.0,2.58473,0.01394,14152.2376143636,30.800372297722372,True,7.99,[],"[[2, 1]]"
boundtop,0.6,11,18,557520.0,2.49659,0.01665,23175.11596572,-13.318433486254765,True,6.78,[],"[[2, 1]]"
boundtop,0.5,10,20,475620.0,2.70149,0.01502,19298.937760476,5.634759359965636,True,7.13,[],"[[2, 1]]"
boundtop,0.8,13,16,525646.0,2.71538,0.01575,22480.42600881,-9.921635912852453,True,7.83,[],"[[2, 1]]"
boundtop,0.4,9,23,510478.0,2.81391,0.01483,21302.3925793734,-4.161453179974004,True,9.23,[],"[[2, 1]]"
spree,2.0,27,14,1449860.0,10.6015,0.01325,203661.65296749998,-170.5712292029246,True,11.15,"[[6, 1]]","[[2, 1], [2, 7], [10, 1]]"
boundtop,1.0,15,15,574252.0,2.67845,0.01652,25409.499050488,-24.243806690368057,True,7.89,[],"[[2, 1]]"
boundtop,0.7,12,17,513253.0,2.69942,0.0154,21336.475364204,-4.328106403697482,True,9.88,[],"[[2, 1]]"
boundtop,1.1,15,14,575629.0,2.56272,0.0165,24340.403189520002,-19.016291609505824,True,9.43,[],"[[2, 1]]"
boundtop,1.2,16,13,502999.0,2.59019,0.01606,20923.979455748606,-2.311141731986819,True,7.39,[],"[[2, 1]]"
boundtop,1.4,17,12,578382.0,2.64377,0.01601,24481.0347720414,-19.703932208741225,True,7.34,[],"[[2, 1]]"
boundtop,0.9,14,16,546584.0,2.55533,0.0171,23883.612625512,-16.782741140060246,True,11.2,[],"[[2, 1]]"
mmc_core,0.2,7,35,722666.0,4.70576,0.0111,37747.689593376,-31.294090066165005,True,4.53,[],"[[2, 1]]"
boundtop,1.3,17,13,561874.0,2.77309,0.01582,24649.5718398412,-20.528021138250352,True,8.95,[],"[[2, 1]]"
mmc_core,0.3,8,27,593190.0,4.54849,0.01079,29112.701669649,-1.2598576564281427,True,4.68,[],"[[2, 1]]"
mmc_core,0.4,9,23,552190.0,4.62883,0.01041,26607.893768457,7.452370236726242,True,4.13,[],"[[2, 1]]"
boundtop,1.9,19,10,469963.0,2.53326,0.01556,18524.778583552797,9.420134385821319,True,6.94,[],"[[2, 1]]"
boundtop,1.5,18,12,571035.0,2.55621,0.01687,24624.8923158945,-20.40734666149851,True,9.09,[],"[[2, 1]]"
boundtop,1.8,19,11,548348.0,2.57132,0.01628,22954.444759980797,-12.23942635693218,True,7.94,[],"[[2, 1]]"
mmc_core,0.1,5,50,746930.0,4.64981,0.01094,37995.52346130201,-32.15610632537025,True,5.99,[],"[[2, 1]]"
boundtop,1.7,18,11,516977.0,2.81157,0.01477,21468.4464428553,-4.973400085091662,True,10.5,[],"[[2, 1]]"
mmc_core,0.7,12,17,555466.0,4.62903,0.01066,27409.7251732668,4.663438627533097,True,4.63,[],"[[2, 1]]"
boundtop,1.6,18,11,516977.0,2.81157,0.01477,21468.4464428553,-4.973400085091662,True,10.94,[],"[[2, 1]]"
mmc_core,0.6,11,18,494698.0,4.95171,0.009801,24008.539730117584,16.493448694769757,True,5.03,[],"[[2, 1]]"
mmc_core,0.5,10,20,537635.0,4.56306,0.01057,25930.966265967,9.806860840987822,True,6.28,[],"[[2, 1]]"
mmc_core,0.8,13,16,549387.0,4.79285,0.01037,27305.552738191498,5.0257714012875105,True,5.53,[],"[[2, 1]]"
boundtop,2.0,19,10,469963.0,2.53326,0.01556,18524.778583552797,9.420134385821319,True,10.69,[],"[[2, 1]]"
mmc_core,1.0,14,14,514775.0,4.70523,0.01039,25165.9802940675,12.467636591129379,True,4.73,[],"[[2, 1]]"
mmc_core,1.2,16,13,549387.0,4.81808,0.01039,27502.2314712144,4.341683035462348,True,4.52,[],"[[2, 1]]"
mmc_core,0.9,14,16,596963.0,4.59722,0.01128,30956.496339460802,-7.672947995188005,True,5.77,[],"[[2, 1]]"
mmc_core,1.3,16,12,501811.0,4.67896,0.01027,24113.4834366712,16.128433283004124,True,4.52,[],"[[2, 1]]"
mmc_core,1.6,17,11,485606.0,4.77459,0.009891,22932.97143428214,20.234492510349696,True,4.52,[],"[[2, 1]]"
mmc_core,1.1,15,14,531832.0,4.53596,0.01083,26125.9527905376,9.128658318013978,True,6.12,[],"[[2, 1]]"
mmc_core,1.7,18,11,516977.0,4.84208,0.01004,25132.5696812864,12.583845451880876,True,5.47,[],"[[2, 1]]"
mmc_core,1.5,17,11,485606.0,4.77459,0.009891,22932.97143428214,20.234492510349696,True,5.83,[],"[[2, 1]]"
mmc_core,1.9,19,10,508529.0,4.60428,0.01026,24022.8656162712,16.443620368660483,True,4.43,[],"[[2, 1]]"
mmc_core,1.8,19,11,567892.0,4.93758,0.01015,28460.723640803997,1.0078536382879641,True,4.72,[],"[[2, 1]]"
mmc_core,1.4,17,12,536423.0,4.6915,0.01049,26399.433012204998,8.177438859506648,True,7.33,[],"[[2, 1]]"
mmc_core,2.0,19,10,508529.0,4.60428,0.01026,24022.8656162712,16.443620368660483,True,5.67,[],"[[2, 1]]"
diffeq1,0.8,16,20,1056060.0,22.2057,0.009347,219192.30526307397,-83.23466206663275,True,4.62,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,0.5,16,32,1625460.0,22.1119,0.01221,438851.92957254,-266.8599813118566,True,5.57,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,0.9,16,18,971762.0,22.0562,0.008919,191164.2896806236,-59.804533178281694,True,5.27,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,1.0,16,16,770676.0,22.2326,0.008196,140431.33962336963,-17.394125804595777,True,4.42,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,0.3,16,53,2629010.0,21.963,0.01713,989102.4157719,-726.8440203032358,True,6.67,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,1.1,16,15,684932.0,22.3063,0.007908,120820.78589501281,-1.000606967142532,True,5.62,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,1.4,19,14,802373.0,21.9891,0.008446,149016.6642942978,-24.571061431609625,True,4.57,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,0.2,16,80,4189960.0,22.1218,0.02349,2177275.34793672,-1720.101814825907,True,8.98,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,0.6,16,27,1457700.0,22.0529,0.011,353611.63563,-195.60302529656258,True,7.63,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,0.7,16,23,1315400.0,21.9955,0.01029,297719.342403,-148.87964488735165,True,7.88,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,1.5,21,14,854977.0,22.0739,0.008773,165569.99356903188,-38.40888156901466,True,5.12,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,1.2,17,14,739214.0,22.1934,0.007975,130835.23410110999,-9.372223984563187,True,7.27,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,1.6,22,14,979857.0,22.4267,0.009009,197972.4054679371,-65.49580411090714,True,5.27,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,0.4,16,40,2052800.0,21.8198,0.01412,632458.5984128001,-428.7062308698144,True,9.29,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,1.3,18,14,722273.0,22.5886,0.008046,131271.5833532388,-9.736991842909708,True,6.67,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,1.7,23,14,987087.0,22.3794,0.009188,202966.7312540664,-69.67083022130701,True,4.57,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,1.8,25,14,1031820.0,21.9629,0.009601,217575.55274827802,-81.88313149926879,True,5.12,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,1.9,26,14,1075950.0,22.4782,0.009707,234767.86504803004,-96.25511198739854,True,5.37,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,2.0,27,14,1171800.0,21.9815,0.01012,260670.16760400002,-117.90824278455159,True,5.97,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,0.9,16,18,805653.0,18.3057,0.008603,126877.4063764263,-36.96939205118509,True,4.53,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,1.0,16,16,707060.0,18.0095,0.008181,104175.19382967001,-12.461417467274154,True,4.87,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,1.3,18,14,756202.0,17.8015,0.008291,111609.544425773,-20.487105495783435,True,4.22,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,0.7,16,23,1015850.0,19.142,0.009526,185236.88706819998,-99.97085794700982,True,6.58,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,0.5,16,32,1443950.0,18.293,0.01194,315385.27755899995,-240.47141223070162,True,7.22,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,0.4,16,40,1963930.0,17.6296,0.0143,495113.19469040004,-434.4951099651747,True,7.72,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,0.8,16,20,873148.0,18.016,0.009114,143369.001629952,-54.77274916843237,True,6.62,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,0.2,16,80,4010660.0,18.1918,0.02393,1745959.71139084,-1784.8355041682069,True,8.78,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,1.2,17,14,628845.0,18.2535,0.007735,88787.14277501249,4.150618181971636,True,6.98,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,1.5,21,14,894824.0,18.1674,0.008857,143984.93238652323,-55.43767181843432,True,4.97,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,1.4,19,14,711032.0,18.2377,0.00819,106204.548229416,-14.6521892234759,True,5.78,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,0.6,16,27,1298940.0,17.6883,0.01112,255493.56927024003,-175.81584346158357,True,8.99,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,1.1,16,15,635299.0,17.6958,0.00796,89487.307391832,3.3947616063966617,True,9.24,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,1.7,23,14,836977.0,17.721,0.009142,135594.778610214,-46.38015484376083,True,5.18,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,0.3,16,53,2629010.0,18.4364,0.01718,832705.66578152,-798.9401033410741,True,12.18,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,1.6,22,14,834291.0,18.2914,0.008842,134932.01821381078,-45.66467766651125,True,6.44,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,1.9,26,14,1125630.0,18.0866,0.009945,202468.46050431003,-118.57305202581207,True,5.47,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,2.0,27,14,1076720.0,18.3486,0.009946,196496.20547203202,-112.12575644886104,True,6.12,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,1.8,25,14,915625.0,18.1597,0.009364,155699.67882625002,-68.08422366488891,True,6.34,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq1,0.1,16,160,8464910.0,22.1435,0.04235,7938199.80967475,-6535.969076548607,True,23.46,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
diffeq2,0.1,16,160,8464910.0,18.011,0.04387,6688485.742218699,-7120.496162545522,True,18.85,"[[6, 1], [6, 5], [6, 9], [14, 1], [14, 5]]",[]
raygentop,0.7,16,23,1360860.0,5.8192,0.02604,206213.79397248,-16.35012514355127,True,12.79,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,0.3,16,53,3148000.0,5.37417,0.0413,698708.7397080001,-294.226049275675,True,14.89,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,0.9,18,20,1276640.0,5.37978,0.02766,189970.051102272,-7.185066495725842,True,12.09,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,0.5,16,32,2009450.0,5.39601,0.03193,346217.382563385,-95.34307095624483,True,14.85,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,1.0,19,19,1335970.0,5.56696,0.02668,198426.93858601598,-11.956618864283,True,12.19,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,1.3,23,18,1550320.0,5.63289,0.02812,245565.83053737596,-38.55336524101189,True,11.19,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,0.2,16,80,5019240.0,5.82061,0.05064,1479449.551483296,-734.7363051844352,True,17.49,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,0.1,16,160,9076050.0,11.3748,0.05733,5918649.0754482,-3239.4252990712303,True,20.25,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,1.4,25,18,1566980.0,5.13358,0.0313,251783.99799692002,-42.06178506174445,True,14.14,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,0.8,17,21,1465570.0,5.37149,0.02758,217117.885048694,-22.502440839093403,True,17.05,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,1.2,21,18,1404500.0,5.40155,0.02799,212345.49053025,-19.80975627731545,True,16.0,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,0.6,16,27,1734360.0,5.55479,0.02896,279000.801724224,-57.41807359451785,True,21.0,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,1.1,20,18,1276650.0,5.39933,0.02731,188249.32234129502,-6.214195426332209,True,17.85,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,0.4,16,40,2627810.0,5.52547,0.03553,515891.52544447104,-191.07676256600078,True,22.01,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,1.7,30,18,2135950.0,5.2712,0.03373,379766.73245720007,-114.27231416269639,True,12.79,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,1.5,27,18,1765350.0,5.55479,0.03054,299479.77599931,-68.97273816771225,True,21.0,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
raygentop,1.6,28,18,1768710.0,5.70471,0.03036,306331.72066767607,-72.83874831321917,True,17.9,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
mkSMAdapter4B,0.3,12,40,1583460.0,5.2417,0.03316,275228.73887112003,-52.03308841017659,True,11.54,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,0.2,12,60,2496610.0,5.57927,0.03801,529451.2210513471,-192.46256996682297,True,13.2,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
raygentop,1.8,32,18,2286970.0,5.51745,0.03338,421196.93887257006,-137.64810105013788,True,14.9,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
mkSMAdapter4B,0.1,12,120,4925730.0,5.86985,0.05368,1552065.74219004,-757.3426930945573,True,14.79,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
raygentop,1.9,34,18,2172040.0,5.41815,0.03437,404481.23213861993,-128.2167505430154,True,15.35,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
mkSMAdapter4B,0.7,14,20,867555.0,5.19657,0.02846,128306.51074952101,29.125006449571504,True,11.08,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,0.6,13,22,977581.0,5.21351,0.02901,147853.1875431831,18.327654206179737,True,12.13,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
raygentop,2.0,35,18,2425140.0,5.84688,0.03297,467498.19950870395,-163.7722383619091,True,18.45,"[[6, 1], [6, 5], [6, 9], [6, 13], [14, 1], [14, 5]]","[[2, 1]]"
mkSMAdapter4B,0.8,16,20,1009220.0,5.39272,0.02892,157395.390203328,13.056654721867321,True,12.68,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,0.5,12,24,944515.0,5.05329,0.02948,140705.33386423797,22.27604373400059,True,16.34,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,0.9,18,20,1150890.0,5.3894,0.0299,185457.9363234,-2.444762654772946,True,13.75,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,0.4,12,30,1300940.0,5.53821,0.02905,209301.73255047,-15.615792666729114,True,16.69,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,1.0,20,20,1187150.0,5.23093,0.03171,196915.883004645,-8.773996396618928,True,15.69,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,1.2,24,20,1447500.0,5.64754,0.03185,260367.83067750005,-43.82409912176467,True,11.58,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,1.1,22,20,1377270.0,5.25759,0.03271,236857.06723290303,-30.837032465775167,True,12.33,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,1.5,30,20,1838060.0,5.45638,0.03579,358943.41531801206,-98.27608199319576,True,12.38,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,1.7,34,20,2521060.0,5.38829,0.03918,532229.0495383319,-193.99700945044037,True,12.49,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
mkSMAdapter4B,1.6,32,20,2056460.0,5.15366,0.03876,410789.93914593605,-126.915486341817,True,13.84,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]"
