circuit,set,seed,forced_aspect_ratio,grid_w,grid_h,area_mwta,delay_ns,power_w,adp,adp_reduction_pct,vtr_success,vtr_seconds,cached,dsp_coords,bram_coords,source
arm_core,original,7,1.2,37,31,8916880.0,18.9765,0.05947,10062988.477340402,12.255471411511131,True,93.69,False,[],"[[19, 12], [17, 15], [1, 9], [14, 14], [7, 16], [13, 14], [15, 11], [10, 14], [11, 17], [7, 10], [22, 17], [2, 18], [9, 18], [18, 19], [21, 6], [12, 5], [17, 1], [22, 5], [13, 3], [6, 18], [9, 4], [12, 14], [4, 12], [5, 15]]",step 0 forced to the best AR of baseline_ar_sweep_perar.csv; policy (runs/ checkpoint for seed 7) places H-blocks deterministically
arm_core,original,42,1.2,37,31,9027620.0,19.1087,0.05932,10233060.801680079,10.772520699728386,True,96.31,False,[],"[[2, 9], [11, 4], [13, 7], [12, 4], [8, 14], [14, 8], [7, 14], [10, 2], [2, 18], [21, 16], [1, 3], [3, 8], [5, 17], [19, 6], [15, 14], [9, 6], [10, 16], [12, 17], [16, 18], [17, 19], [19, 12], [6, 2], [20, 16], [2, 2]]",step 0 forced to the best AR of baseline_ar_sweep_perar.csv; policy (runs/ checkpoint for seed 42) places H-blocks deterministically
arm_core,original,123,1.2,37,31,9027610.0,19.1087,0.06002,10353803.590244139,9.7197003485107,True,97.98,False,[],"[[18, 2], [12, 5], [1, 9], [18, 13], [7, 16], [9, 15], [12, 19], [11, 17], [21, 7], [11, 4], [19, 16], [13, 2], [10, 14], [13, 9], [2, 10], [5, 17], [3, 15], [19, 9], [8, 4], [9, 3], [20, 19], [11, 10], [6, 16], [8, 13]]",step 0 forced to the best AR of baseline_ar_sweep_perar.csv; policy (runs/ checkpoint for seed 123) places H-blocks deterministically
softmax,original,7,1.4,45,32,7542030.0,6.37107,0.07074,3399113.6678403537,5.013530504858477,True,125.87,False,"[[19, 12], [17, 15], [1, 9], [14, 14], [7, 16], [15, 11], [13, 14], [7, 11]]",[],step 0 forced to the best AR of baseline_ar_sweep_perar.csv; policy (runs/ checkpoint for seed 7) places H-blocks deterministically
softmax,original,42,1.4,45,32,7244510.0,6.41688,0.06978,3243873.419723664,9.35163876868801,True,124.3,False,"[[2, 9], [11, 4], [13, 7], [12, 4], [8, 14], [14, 8], [7, 14], [10, 2]]",[],step 0 forced to the best AR of baseline_ar_sweep_perar.csv; policy (runs/ checkpoint for seed 42) places H-blocks deterministically
usb_uart_core,new,7,1.3,14,11,385676.0,4.45311,0.01311,22515.8698224396,-1.5679403811473147,True,4.23,False,[],"[[6, 4], [5, 4]]",step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 7) places H-blocks deterministically
usb_uart_core,new,42,1.3,13,10,342220.0,4.55867,0.01227,19142.034941598,13.651256688985058,True,4.09,False,[],"[[2, 2], [6, 2]]",step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 42) places H-blocks deterministically
usb_uart_core,new,123,1.3,14,11,399646.0,4.46,0.0131,23349.717196,-5.329383354154466,True,4.18,False,[],"[[6, 3], [5, 4]]",step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 123) places H-blocks deterministically
uriscv_core,new,7,0.8,14,18,1165430.0,8.64988,0.01471,148289.004127964,13.057308310481153,True,9.34,False,"[[4, 4]]","[[6, 2]]",step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 7) places H-blocks deterministically
uriscv_core,new,42,0.8,14,18,1138360.0,8.40963,0.01488,142449.013733184,16.481328097713373,True,9.5,False,"[[11, 4]]","[[2, 9]]",step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 42) places H-blocks deterministically
uriscv_core,new,123,0.8,14,18,1165430.0,8.51222,0.01479,146722.66504253398,13.975661879490687,True,9.2,False,"[[6, 3]]","[[3, 4]]",step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 123) places H-blocks deterministically
softmax,original,123,1.4,45,32,7244310.0,6.27038,0.0707,3211517.56122246,10.255806462634649,True,125.3,False,"[[18, 13], [18, 2], [1, 11], [18, 7], [12, 5], [14, 11], [1, 4], [13, 2]]",[],step 0 forced to the best AR of baseline_ar_sweep_perar.csv; policy (runs/ checkpoint for seed 123) places H-blocks deterministically
lenet,new,7,1.7,49,29,10984800.0,8.75709,0.05763,5543711.06303016,17.677066544846546,True,1075.83,False,"[[19, 12]]",[],step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 7) places H-blocks deterministically
lenet,new,42,1.7,49,29,10984800.0,8.6823,0.05778,5510670.951931199,18.167705186800575,True,1080.48,False,"[[2, 9]]",[],step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 42) places H-blocks deterministically
aes_inv_cipher,new,7,2.0,43,22,4649550.0,7.42337,0.08185,2825079.7591494755,1.4565308439095956,True,44.98,False,[],"[[19, 12], [17, 15], [1, 9], [14, 14]]",step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 7) places H-blocks deterministically
aes_inv_cipher,new,42,2.0,42,21,4219310.0,7.67011,0.07571,2450170.3128026114,14.533994353659082,True,41.67,False,[],"[[2, 9], [11, 4], [13, 7], [12, 4]]",step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 42) places H-blocks deterministically
aes_inv_cipher,new,123,2.0,42,21,4218630.0,7.12522,0.08165,2454290.14818819,14.390287660093314,True,43.18,False,[],"[[18, 2], [18, 13], [12, 5], [1, 9]]",step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 123) places H-blocks deterministically
8051,new,7,1.2,23,19,2071490.0,13.6099,0.0148,417253.0219148,-62.310272316376235,True,17.32,False,"[[13, 14]]","[[1, 9]]",step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 7) places H-blocks deterministically
8051,new,42,1.2,19,16,1514100.0,13.3335,0.01227,247709.85633450001,3.6415505090988303,True,12.99,False,"[[11, 4]]","[[2, 9]]",step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 42) places H-blocks deterministically
8051,new,123,1.2,23,19,2071470.0,13.6251,0.01475,416303.79198075,-61.9410244955229,True,15.49,False,"[[10, 14]]","[[1, 9]]",step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 123) places H-blocks deterministically
stereovision1,new,7,0.7,28,40,10798800.0,5.84838,0.1151,7269196.432154399,-71.19399125550446,True,91.19,False,"[[19, 12], [17, 15], [1, 9], [14, 14], [7, 16], [15, 11], [13, 14], [7, 11], [11, 17], [10, 14], [19, 8], [22, 17], [2, 18], [9, 18], [18, 19], [12, 5], [21, 6], [10, 9], [15, 7], [17, 1], [7, 5], [22, 5], [13, 3], [6, 18], [9, 4], [12, 14], [18, 14], [4, 12], [20, 4], [5, 15], [3, 2], [2, 7], [23, 18], [10, 19], [22, 10], [4, 6], [12, 1], [16, 11], [14, 19], [13, 8], [8, 18], [10, 5], [24, 13], [19, 17]]",[],step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 7) places H-blocks deterministically
stereovision1,new,42,0.7,28,40,10798800.0,5.84506,0.1177,7429180.9133256,-74.96172296096366,True,117.25,False,"[[2, 9], [11, 4], [13, 7], [8, 14], [12, 4], [14, 8], [7, 14], [10, 2], [2, 18], [14, 3], [21, 16], [3, 8], [1, 3], [5, 17], [19, 6], [15, 14], [2, 14], [10, 16], [9, 6], [12, 17], [16, 18], [19, 10], [17, 19], [6, 2], [20, 16], [2, 2], [9, 11], [8, 4], [21, 12], [20, 3], [6, 14], [7, 4], [18, 15], [5, 1], [8, 19], [13, 3], [15, 19], [4, 2], [3, 14], [5, 10], [7, 22], [11, 17], [6, 18], [10, 7]]",[],step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 42) places H-blocks deterministically
stereovision1,new,123,0.7,28,40,11314700.0,5.72281,0.1211,7841452.4629777,-84.67096836721515,True,105.86,False,"[[18, 2], [18, 13], [12, 5], [18, 7], [1, 11], [13, 2], [11, 4], [14, 11], [3, 10], [9, 10], [11, 10], [10, 9], [1, 4], [7, 16], [12, 10], [13, 9], [9, 15], [2, 10], [12, 19], [15, 5], [15, 12], [11, 17], [9, 3], [19, 16], [8, 13], [14, 3], [17, 13], [21, 7], [10, 14], [13, 14], [16, 6], [5, 12], [21, 2], [1, 19], [4, 10], [4, 1], [6, 9], [17, 6], [3, 18], [7, 12], [16, 11], [6, 16], [19, 9], [12, 1]]",[],step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 123) places H-blocks deterministically
lenet,new,123,1.7,49,29,11379900.0,8.83398,0.05815,5845808.3934663,13.190985263243762,True,1048.57,False,"[[18, 13]]",[],step 0 forced to the best AR of g1_sweep_new_circuits.csv; policy (runs/ checkpoint for seed 123) places H-blocks deterministically
