 layer     x     y   occupancy           %    capacity
     0    12    15           0       0.000           0
     0    13     0           0       0.000           0
     0    13     1          33      61.111          54
     0    13     2          35      64.815          54
     0    13     3          36      66.667          54
     0    13     4          35      64.815          54
     0    13     5          36      66.667          54
     0    13     6          32      59.259          54
     0    13     7          25      46.296          54
     0    13     8          20      37.037          54
     0    13     9          10      18.519          54
     0    13    10           5       9.259          54
     0    13    11           4       7.407          54
     0    13    12           2       3.704          54
     0    13    13           1       1.852          54
     0    13    14           1       1.852          54
     0    13    15           0       0.000           0
     0    14     0           0       0.000           0
     0    14     1          29      53.704          54
     0    14     2          35      64.815          54
     0    14     3          39      72.222          54
     0    14     4          39      72.222          54
     0    14     5          40      74.074          54
     0    14     6          34      62.963          54
     0    14     7          29      53.704          54
     0    14     8          20      37.037          54
     0    14     9          14      25.926          54
     0    14    10          10      18.519          54
     0    14    11           5       9.259          54
     0    14    12           4       7.407          54
     0    14    13           2       3.704          54
     0    14    14           1       1.852          54
     0    14    15           0       0.000           0
