circuit,seed,grid_w,grid_h,block_type,x,y,x_norm,y_norm,dist_to_center_norm,dist_to_edge_norm,source
custom_macbuf,7,12,12,DSP,5,4,0.4166666666666667,0.3333333333333333,0.3748277841470601,0.6,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,3,2,0.0625,0.041666666666666664,0.9364119610495909,0.043478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,2,7,0.041666666666666664,0.14583333333333334,0.8576869944998458,0.043478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,23,18,0.4791666666666667,0.375,0.200723002809715,0.7391304347826086,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,4,6,0.08333333333333333,0.125,0.8308776250964527,0.13043478260869565,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,16,11,0.3333333333333333,0.22916666666666666,0.48002187968844584,0.43478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,8,18,0.16666666666666666,0.375,0.53361430655253,0.30434782608695654,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,10,5,0.20833333333333334,0.10416666666666667,0.7311846926570036,0.17391304347826086,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,24,13,0.5,0.2708333333333333,0.346357885023398,0.5217391304347826,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,19,4,0.3958333333333333,0.08333333333333333,0.6386523838214313,0.13043478260869565,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,9,11,0.1875,0.22916666666666666,0.6184868873935588,0.34782608695652173,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,16,5,0.3333333333333333,0.10416666666666667,0.6400684662336734,0.17391304347826086,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,6,2,0.125,0.041666666666666664,0.8764821244274885,0.043478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,23,6,0.4791666666666667,0.125,0.5584853084428377,0.21739130434782608,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,8,11,0.16666666666666666,0.22916666666666666,0.6414814226247376,0.30434782608695654,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,7,4,0.14583333333333334,0.08333333333333333,0.8110263213849327,0.13043478260869565,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,16,20,0.3333333333333333,0.4166666666666667,0.2893929895475626,0.6521739130434783,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,11,7,0.22916666666666666,0.14583333333333334,0.6650425365143737,0.2608695652173913,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,7,48,48,BRAM,18,3,0.375,0.0625,0.6758459648624933,0.08695652173913043,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,2,9,0.041666666666666664,0.1875,0.8221140036749641,0.043478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,11,4,0.22916666666666666,0.08333333333333333,0.7385768067110546,0.13043478260869565,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,13,7,0.2708333333333333,0.14583333333333334,0.630089059360036,0.2608695652173913,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,12,4,0.25,0.08333333333333333,0.7224649721850913,0.13043478260869565,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,8,14,0.16666666666666666,0.2916666666666667,0.5884815611038013,0.30434782608695654,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,14,8,0.2916666666666667,0.16666666666666666,0.5884815611038013,0.30434782608695654,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,10,2,0.20833333333333334,0.041666666666666664,0.8054252438616043,0.043478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,7,14,0.14583333333333334,0.2916666666666667,0.6140795612622048,0.2608695652173913,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,2,18,0.041666666666666664,0.375,0.7047019217735828,0.043478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,21,16,0.4375,0.3333333333333333,0.2765957446808511,0.6521739130434783,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,1,3,0.020833333333333332,0.0625,0.9583919684727837,0.0,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,3,8,0.0625,0.16666666666666666,0.8154794849675234,0.08695652173913043,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,5,17,0.10416666666666667,0.3541666666666667,0.6286504979869855,0.17391304347826086,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,19,6,0.3958333333333333,0.125,0.580738045274731,0.21739130434782608,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,15,14,0.3125,0.2916666666666667,0.4260634977553359,0.5652173913043478,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,9,6,0.1875,0.125,0.7262148155691921,0.21739130434782608,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,10,16,0.20833333333333334,0.3333333333333333,0.5057389074044558,0.391304347826087,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,12,17,0.25,0.3541666666666667,0.438628258044432,0.4782608695652174,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,16,18,0.3333333333333333,0.375,0.32197331809407564,0.6521739130434783,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,17,19,0.3541666666666667,0.3958333333333333,0.2798499242120406,0.6956521739130435,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,19,12,0.3958333333333333,0.25,0.4109193173580418,0.4782608695652174,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,6,2,0.125,0.041666666666666664,0.8764821244274885,0.043478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,20,16,0.4166666666666667,0.3333333333333333,0.2893929895475626,0.6521739130434783,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,2,2,0.041666666666666664,0.041666666666666664,0.9574468085106383,0.043478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,8,4,0.16666666666666666,0.08333333333333333,0.7918210240820593,0.13043478260869565,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,20,3,0.4166666666666667,0.0625,0.660945726255705,0.08695652173913043,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,14,1,0.2916666666666667,0.020833333333333332,0.7744797754553744,0.0,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,6,14,0.125,0.2916666666666667,0.6400684662336734,0.21739130434782608,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,7,4,0.14583333333333334,0.08333333333333333,0.8110263213849327,0.13043478260869565,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,18,15,0.375,0.3125,0.346357885023398,0.6086956521739131,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,5,1,0.10416666666666667,0.020833333333333332,0.9188435268803908,0.0,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,5,10,0.10416666666666667,0.20833333333333334,0.7311846926570036,0.17391304347826086,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,4,2,0.08333333333333333,0.041666666666666664,0.9158826914906759,0.043478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,3,14,0.0625,0.2916666666666667,0.7199542261995162,0.08695652173913043,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,13,1,0.2708333333333333,0.020833333333333332,0.7872340425531916,0.0,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,7,22,0.14583333333333334,0.4583333333333333,0.5319148936170213,0.2608695652173913,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,11,17,0.22916666666666666,0.3541666666666667,0.4646878652732246,0.43478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,22,8,0.4583333333333333,0.16666666666666666,0.5021456902640828,0.30434782608695654,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,4,17,0.08333333333333333,0.3541666666666667,0.6568233634226864,0.13043478260869565,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,4,10,0.08333333333333333,0.20833333333333334,0.7555438682793492,0.13043478260869565,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,21,10,0.4375,0.20833333333333334,0.448830278930404,0.391304347826087,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,14,19,0.2916666666666667,0.3958333333333333,0.35666073647319596,0.5652173913043478,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,42,48,48,BRAM,10,10,0.20833333333333334,0.20833333333333334,0.6170212765957447,0.391304347826087,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,18,2,0.375,0.041666666666666664,0.7047019217735828,0.043478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,18,13,0.375,0.2708333333333333,0.39747961047381714,0.5217391304347826,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,12,5,0.25,0.10416666666666667,0.6969506108152852,0.17391304347826086,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,1,9,0.020833333333333332,0.1875,0.8470650739316758,0.0,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,7,16,0.14583333333333334,0.3333333333333333,0.5853964464764938,0.2608695652173913,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,11,4,0.22916666666666666,0.08333333333333333,0.7385768067110546,0.13043478260869565,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,13,2,0.2708333333333333,0.041666666666666664,0.7603220589449209,0.043478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,9,15,0.1875,0.3125,0.5470195800928699,0.34782608695652173,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,12,19,0.25,0.3958333333333333,0.4109193173580418,0.4782608695652174,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,11,17,0.22916666666666666,0.3541666666666667,0.4646878652732246,0.43478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,3,10,0.0625,0.20833333333333334,0.7803030136549893,0.08695652173913043,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,13,9,0.2708333333333333,0.1875,0.580738045274731,0.34782608695652173,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,21,7,0.4375,0.14583333333333334,0.5369969984733601,0.2608695652173913,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,10,9,0.20833333333333334,0.1875,0.6386523838214313,0.34782608695652173,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,19,16,0.3958333333333333,0.3333333333333333,0.3046344907080075,0.6521739130434783,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,11,10,0.22916666666666666,0.20833333333333334,0.5961244989839107,0.391304347826087,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,2,10,0.041666666666666664,0.20833333333333334,0.8054252438616043,0.043478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,14,11,0.2916666666666667,0.22916666666666666,0.5146121966999075,0.43478260869565216,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,9,3,0.1875,0.0625,0.7975176516592047,0.08695652173913043,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,15,5,0.3125,0.10416666666666667,0.6526749638373603,0.17391304347826086,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,8,13,0.16666666666666666,0.2708333333333333,0.6051686235458678,0.30434782608695654,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,19,9,0.3958333333333333,0.1875,0.4948809936005535,0.34782608695652173,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,9,9,0.1875,0.1875,0.6595744680851064,0.34782608695652173,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,15,12,0.3125,0.25,0.47241709172711743,0.4782608695652174,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,5,12,0.10416666666666667,0.25,0.6969506108152852,0.17391304347826086,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,6,16,0.125,0.3333333333333333,0.6126034063356584,0.21739130434782608,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,8,4,0.16666666666666666,0.08333333333333333,0.7918210240820593,0.13043478260869565,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
mkDelayWorker32B,123,48,48,BRAM,17,13,0.3541666666666667,0.2708333333333333,0.41311676253080004,0.5217391304347826,data_export/logs/det_actions_and_timing.json decoded through FPGAEnv (no VTR); core grid from baselines/*_resources.txt
