circuit,seed,variant,area_mwta,delay_ns,power_w,adp,adp_reduction_pct,vtr_success,vtr_seconds,cached,aspect_ratio,grid_w,grid_h,source
mkDelayWorker32B,123,unpinned,3188850.0,6.0429,0.1652,3183387.755058001,62.440757060162866,True,23.85,False,0.9,34,38,"data_export3/tools/f4.py; same baked arch as the policy's deterministic floorplan, VPR constraints file omitted"
mkDelayWorker32B,42,unpinned,3060670.0,6.27101,0.1594,3059442.6529659797,63.9031250023906,True,32.58,False,0.9,34,38,"data_export3/tools/f4.py; same baked arch as the policy's deterministic floorplan, VPR constraints file omitted"
arm_core,42,unpinned,7999420.0,19.2393,0.0559,8603191.1834154,24.984217516967703,True,125.69,False,0.9,32,36,"data_export3/tools/f4.py; same baked arch as the policy's deterministic floorplan, VPR constraints file omitted"
reduction_layer,123,unpinned,8757400.0,7.16458,0.1377,8639723.891228398,25.674646863216438,True,128.1,False,0.9,32,36,"data_export3/tools/f4.py; same baked arch as the policy's deterministic floorplan, VPR constraints file omitted"
reduction_layer,7,unpinned,8056010.0,7.34399,0.132,7809549.9081468005,32.816423062818686,True,133.89,False,0.9,32,36,"data_export3/tools/f4.py; same baked arch as the policy's deterministic floorplan, VPR constraints file omitted"
arm_core,123,unpinned,8152500.0,19.954,0.05603,9114679.40955,20.524280652108597,True,134.91,False,0.9,32,36,"data_export3/tools/f4.py; same baked arch as the policy's deterministic floorplan, VPR constraints file omitted"
reduction_layer,42,unpinned,8603890.0,7.55163,0.1327,8621969.36266089,25.827384568977713,True,139.75,False,0.9,32,36,"data_export3/tools/f4.py; same baked arch as the policy's deterministic floorplan, VPR constraints file omitted"
arm_core,7,unpinned,8428710.0,19.2065,0.0576,9324634.672223998,18.69356946830018,True,140.55,False,0.9,32,36,"data_export3/tools/f4.py; same baked arch as the policy's deterministic floorplan, VPR constraints file omitted"
softmax,123,unpinned,7549160.0,6.12102,0.07274,3361210.6066243676,6.072711903241132,True,170.45,False,0.9,36,40,"data_export3/tools/f4.py; same baked arch as the policy's deterministic floorplan, VPR constraints file omitted"
softmax,42,unpinned,7429290.0,6.2514,0.07146,3318849.9021387603,7.256459832144999,True,170.94,False,0.9,36,40,"data_export3/tools/f4.py; same baked arch as the policy's deterministic floorplan, VPR constraints file omitted"
softmax,7,unpinned,7429200.0,6.44437,0.07034,3367633.96690536,5.893214429779338,True,172.29,False,0.9,36,40,"data_export3/tools/f4.py; same baked arch as the policy's deterministic floorplan, VPR constraints file omitted"
