 layer     x     y   occupancy           %    capacity
     0     5     6          20      34.483          58
     0     5     7          22      37.931          58
     0     5     8          31      53.448          58
     0     5     9          30      51.724          58
     0     5    10          31      53.448          58
     0     5    11          26      44.828          58
     0     5    12          16      27.586          58
     0     5    13          12      20.690          58
     0     5    14           0       0.000           0
     0     6     0           0       0.000           0
     0     6     1          14      24.138          58
     0     6     2          18      31.034          58
     0     6     3          16      27.586          58
     0     6     4          18      31.034          58
     0     6     5          15      25.862          58
     0     6     6          17      29.310          58
     0     6     7          15      25.862          58
     0     6     8          17      29.310          58
     0     6     9          20      34.483          58
     0     6    10          19      32.759          58
     0     6    11          24      41.379          58
     0     6    12          18      31.034          58
     0     6    13          14      24.138          58
     0     6    14           0       0.000           0
     0     7     0           0       0.000           0
     0     7     1          25      43.103          58
     0     7     2          29      50.000          58
     0     7     3          31      53.448          58
     0     7     4          26      44.828          58
     0     7     5          27      46.552          58
     0     7     6          23      39.655          58
     0     7     7          21      36.207          58
     0     7     8          18      31.034          58
     0     7     9          13      22.414          58
     0     7    10          10      17.241          58
     0     7    11           4       6.897          58
     0     7    12           3       5.172          58
     0     7    13           2       3.448          58
     0     7    14           0       0.000           0
     0     8     0           0       0.000           0
     0     8     1          39      67.241          58
     0     8     2          46      79.310          58
     0     8     3          48      82.759          58
     0     8     4          46      79.310          58
     0     8     5          42      72.414          58
     0     8     6          34      58.621          58
     0     8     7          28      48.276          58
     0     8     8          21      36.207          58
     0     8     9          12      20.690          58
     0     8    10           9      15.517          58
     0     8    11           5       8.621          58
     0     8    12           5       8.621          58
     0     8    13           7      12.069          58
     0     8    14           0       0.000           0
     0     9     0           0       0.000           0
     0     9     1          33      56.897          58
     0     9     2          37      63.793          58
     0     9     3          40      68.966          58
     0     9     4          41      70.690          58
     0     9     5          44      75.862          58
     0     9     6          43      74.138          58
     0     9     7          36      62.069          58
     0     9     8          23      39.655          58
     0     9     9          13      22.414          58
     0     9    10           7      12.069          58
     0     9    11           2       3.448          58
     0     9    12           3       5.172          58
     0     9    13           3       5.172          58
     0     9    14           0       0.000           0
     0    10     0           0       0.000           0
     0    10     1          36      62.069          58
     0    10     2          40      68.966          58
     0    10     3          46      79.310          58
     0    10     4          48      82.759          58
     0    10     5          48      82.759          58
     0    10     6          43      74.138          58
     0    10     7          33      56.897          58
     0    10     8          25      43.103          58
     0    10     9          17      29.310          58
     0    10    10          12      20.690          58
     0    10    11           9      15.517          58
     0    10    12           8      13.793          58
     0    10    13           6      10.345          58
     0    10    14           0       0.000           0
     0    11     0           0       0.000           0
     0    11     1          36      62.069          58
     0    11     2          43      74.138          58
     0    11     3          48      82.759          58
     0    11     4          50      86.207          58
     0    11     5          47      81.034          58
     0    11     6          39      67.241          58
     0    11     7          30      51.724          58
     0    11     8          21      36.207          58
     0    11     9          16      27.586          58
     0    11    10           9      15.517          58
     0    11    11           7      12.069          58
     0    11    12           5       8.621          58
     0    11    13           3       5.172          58
     0    11    14           0       0.000           0
     0    12     0           0       0.000           0
     0    12     1          27      46.552          58
     0    12     2          29      50.000          58
     0    12     3          29      50.000          58
     0    12     4          28      48.276          58
     0    12     5          25      43.103          58
     0    12     6          20      34.483          58
     0    12     7          19      32.759          58
     0    12     8          12      20.690          58
     0    12     9           8      13.793          58
     0    12    10           5       8.621          58
     0    12    11           3       5.172          58
     0    12    12           3       5.172          58
     0    12    13           2       3.448          58
     0    12    14           0       0.000           0
     0    13     0           0       0.000           0
     0    13     1          16      27.586          58
     0    13     2          25      43.103          58
     0    13     3          25      43.103          58
     0    13     4          25      43.103          58
     0    13     5          21      36.207          58
     0    13     6          12      20.690          58
     0    13     7           8      13.793          58
     0    13     8           3       5.172          58
     0    13     9           3       5.172          58
     0    13    10           4       6.897          58
     0    13    11           4       6.897          58
     0    13    12           4       6.897          58
     0    13    13           4       6.897          58
     0    13    14           0       0.000           0
     0    14     0           0       0.000           0
     0    14     1          23      39.655          58
     0    14     2          21      36.207          58
     0    14     3          17      29.310          58
     0    14     4          19      32.759          58
     0    14     5          15      25.862          58
     0    14     6          14      24.138          58
     0    14     7          12      20.690          58
     0    14     8           5       8.621          58
     0    14     9           4       6.897          58
     0    14    10           4       6.897          58
     0    14    11           3       5.172          58
     0    14    12           3       5.172          58
     0    14    13           4       6.897          58
     0    14    14           0       0.000           0
     0    15     0           0       0.000           0
     0    15     1          12      20.690          58
     0    15     2          14      24.138          58
     0    15     3          11      18.966          58
     0    15     4           7      12.069          58
     0    15     5           4       6.897          58
     0    15     6           1       1.724          58
     0    15     7           1       1.724          58
     0    15     8           1       1.724          58
     0    15     9           0       0.000          58
     0    15    10           0       0.000          58
     0    15    11           0       0.000          58
     0    15    12           0       0.000          58
     0    15    13           0       0.000          58
     0    15    14           0       0.000           0
     0    16     0           0       0.000           0
     0    16     1           3       5.172          58
     0    16     2           4       6.897          58
     0    16     3           3       5.172          58
     0    16     4           2       3.448          58
     0    16     5           2       3.448          58
     0    16     6           0       0.000          58
     0    16     7           0       0.000          58
     0    16     8           0       0.000          58
     0    16     9           0       0.000          58
     0    16    10           0       0.000          58
     0    16    11           0       0.000          58
     0    16    12           0       0.000          58
     0    16    13           0       0.000          58
     0    16    14           0       0.000           0
