 layer     x     y   occupancy           %    capacity
     0     8     9          14      24.138          58
     0     8    10           4       6.897          58
     0     8    11           9      15.517          58
     0     8    12           5       8.621          58
     0     8    13          24      41.379          58
     0     9     0          49      84.483          58
     0     9     1          49      84.483          58
     0     9     2          44      75.862          58
     0     9     3          45      77.586          58
     0     9     4          45      77.586          58
     0     9     5          38      65.517          58
     0     9     6          35      60.345          58
     0     9     7          30      51.724          58
     0     9     8          19      32.759          58
     0     9     9           8      13.793          58
     0     9    10           2       3.448          58
     0     9    11           3       5.172          58
     0     9    12           3       5.172          58
     0     9    13          20      34.483          58
     0    10     0          49      84.483          58
     0    10     1          52      89.655          58
     0    10     2          46      79.310          58
     0    10     3          49      84.483          58
     0    10     4          45      77.586          58
     0    10     5          38      65.517          58
     0    10     6          37      63.793          58
     0    10     7          24      41.379          58
     0    10     8          17      29.310          58
     0    10     9           6      10.345          58
     0    10    10           3       5.172          58
     0    10    11           2       3.448          58
     0    10    12           2       3.448          58
     0    10    13          20      34.483          58
     0    11     0          52      89.655          58
     0    11     1          54      93.103          58
     0    11     2          46      79.310          58
     0    11     3          48      82.759          58
     0    11     4          43      74.138          58
     0    11     5          39      67.241          58
     0    11     6          39      67.241          58
     0    11     7          24      41.379          58
     0    11     8          19      32.759          58
     0    11     9           9      15.517          58
     0    11    10           8      13.793          58
     0    11    11           1       1.724          58
     0    11    12           3       5.172          58
     0    11    13          20      34.483          58
     0    12     0          51      87.931          58
     0    12     1          47      81.034          58
     0    12     2          40      68.966          58
     0    12     3          46      79.310          58
     0    12     4          33      56.897          58
     0    12     5          34      58.621          58
     0    12     6          32      55.172          58
     0    12     7          23      39.655          58
     0    12     8          14      24.138          58
     0    12     9           8      13.793          58
     0    12    10          10      17.241          58
     0    12    11           0       0.000          58
     0    12    12           3       5.172          58
     0    12    13          17      29.310          58
     0    13     0          44      75.862          58
     0    13     1          35      60.345          58
     0    13     2          30      51.724          58
     0    13     3          33      56.897          58
     0    13     4          21      36.207          58
     0    13     5          24      41.379          58
     0    13     6          23      39.655          58
     0    13     7          15      25.862          58
     0    13     8           8      13.793          58
     0    13     9           6      10.345          58
     0    13    10          10      17.241          58
     0    13    11           0       0.000          58
     0    13    12           2       3.448          58
     0    13    13          11      18.966          58
     0    14     0          36      62.069          58
     0    14     1          24      41.379          58
     0    14     2          22      37.931          58
     0    14     3          21      36.207          58
     0    14     4          12      20.690          58
     0    14     5          16      27.586          58
     0    14     6          12      20.690          58
     0    14     7          10      17.241          58
     0    14     8           6      10.345          58
     0    14     9           5       8.621          58
     0    14    10           7      12.069          58
     0    14    11           0       0.000          58
     0    14    12           2       3.448          58
     0    14    13           6      10.345          58
     0    15     0          23      39.655          58
     0    15     1          15      25.862          58
     0    15     2          12      20.690          58
     0    15     3          12      20.690          58
     0    15     4           6      10.345          58
     0    15     5           8      13.793          58
     0    15     6           3       5.172          58
     0    15     7           4       6.897          58
     0    15     8           2       3.448          58
     0    15     9           1       1.724          58
     0    15    10           2       3.448          58
     0    15    11           0       0.000          58
     0    15    12           1       1.724          58
     0    15    13           0       0.000          58
     0    16     0          12      20.690          58
     0    16     1           7      12.069          58
     0    16     2           5       8.621          58
     0    16     3           4       6.897          58
     0    16     4           5       8.621          58
     0    16     5           3       5.172          58
     0    16     6           0       0.000          58
     0    16     7           0       0.000          58
     0    16     8           1       1.724          58
     0    16     9           0       0.000          58
     0    16    10           0       0.000          58
     0    16    11           0       0.000          58
     0    16    12           0       0.000          58
     0    16    13           0       0.000          58
     0    17     0           0       0.000           0
     0    17     1           0       0.000           0
     0    17     2           0       0.000           0
     0    17     3           0       0.000           0
     0    17     4           0       0.000           0
     0    17     5           0       0.000           0
     0    17     6           0       0.000           0
     0    17     7           0       0.000           0
     0    17     8           0       0.000           0
     0    17     9           0       0.000           0
     0    17    10           0       0.000           0
     0    17    11           0       0.000           0
     0    17    12           0       0.000           0
     0    17    13           0       0.000           0
